"Source","DOI","Authors","Year","Technical ""Red Criteria""","Risk Assessment ""Red Criteria""","Species","Organism Group","Environment","Life Stage","In vitro/in vivo","Sex","Estimated Body Length (cm)","Estimated Maximum Ingestible Size (mm)","Experiment Type","Exposure Route","Particle Mix?","Negative Control","Reference Particle","Exposure Media","Solvent","Detergent","pH","Salinity (ppt)","Temperature (Avg)","Temperature (Min)","Temperature (Max)","Exposure Duration (days)","Recovery (Days)","Acute/Chronic","Number of Doses","Replicates","Sample Size","Dosing Frequency","Chemicals Added","Added Chemical Dose (mg/L, nominal)","Added Chemical Dose (mg/L, measured)","particles/mL water (master)","particles/mL water (master), reported or converted","μg/mL water (master)","μg/mL water (master), reported or converted","μm^3/mL water (master)","μm^2/mL water (master)","μm^2/ug/mL water (master)","particles/kg sediment dry weight (master)","particles/kg sediment dry weight (master), reported or converted","mg/kg sediment dry weight (master)","mg/kg sediment dry weight (master), reported or converted","μm^3/kg sediment dry weight (master)","μm^2/kg sediment dry weight (master)","μm^2/ug/kg sediment dry weight (master)","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","Effect","Direction","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Level of Biological Organization","Target Cell or Tissue","Effect Metric","AF Time","AF NOEC","Polymer","Shape","Density (g/cm^3)","Density, reported or estimated","Charge","Zeta Potential (mV)","Zeta Potential Media","Functional Group","Particle Length (μm)","Particle Width (μm)","Size Category","Particle Surface Area (μm^2)","Particle Volume (μm^3)","Particle Mass (mg)","Weathered or Biofouled?","Size Validated?","Polymer Validated?","Shape Validated","Particle Source","Sodium Azide Present?","Screened for Chemical Contamination?","Particle Cleaning?","Solvent Rinse","Background Contamination Monitored?","Concentration Validated?","Particle Behavior","Uptake Validated?","Uptake Validation Method","Tissue Distribution","Organisms Fed?","Test Medium Score","Administration Route Score","Test Species Score","Sample Size Score","Control Group Score","Exposure Duration Score","Particle Size Score","Particle Shape Score","Polymer Type Score","Source of Microplastics Score","Data Reporting Score","Chemical Purity Score","Laboratory Preparation Score","Background Contamination Score","Exposure Verification Score","Exposure Homogeneity Score","Exposure Assessment Score","Replication Score","Number of Treatments Score","Endpoints Score","Food Availability Score","Effect Thresholds Score","Dose Response Score","Concentration Range Score","Aging and Biofouling Score","Microplastic Diversity Score","Exposure Time Score"
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","sod mRNA expression","Subcell","intestine",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","sod mRNA expression","Subcell","intestine","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase Activity","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase Activity","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase Activity","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Detoxification","Glutathione S-Transferase Activity","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Detoxification","Glutathione S-Transferase Activity","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Detoxification","Glutathione S-Transferase Activity","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Superoxide Dismutase Activity","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Catalase mRNA expression","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Detoxification","Glutathione S-Transferase mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Detoxification","Glutathione S-Transferase mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Detoxification","Glutathione S-Transferase mRNA expression","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Glutathione Peroxidase mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Glutathione Peroxidase mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Glutathione Peroxidase mRNA expression","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","sod mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","sod mRNA expression","Subcell","gills",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,112,"reported",0.1,"reported",550704453.0314305,16628789.98609918,3616999693651.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","sod mRNA expression","Subcell","gills","HONEC",10,1,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,0.009,"reported",8e-6,"reported",44253.03640431137,1336.2420524543982,290651761.09697604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Reactive Oxygen Species Production","Subcell","haemolymph",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
"Koelmans","10.1016/j.marpolbul.2019.110627","Revel",2020,"Red Criteria Passed","Red Criteria Passed","Crassostrea gigas","Mollusca","Marine","adult","In Vivo","Not Reported",15,8.178748338570287,"Particle Only","water","Yes","Y","N","artificial_medium","Not Reported","Not Reported",NA,"30",15,NA,NA,10,NA,"Acute",3,"3","10",1,"Not Reported",0,NA,11.2,"reported",0.01,"reported",55070445.30314304,1662878.9986099177,361699969365.12573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Not Reported","Metabolism","Oxidative Stress","Reactive Oxygen Species Production","Subcell","haemolymph",NA,10,NA,"Polyethylene","Fragment",0.935,"estimated",NA,NA,NA,NA,287,NA,"100µm < 1mm",148471.3391615998,4917004.044923486,0.004597398782003459,"No","Y","N","N","modified","unknown","N","not_cleaned","none","Y","N","none","Y","kohdigestion FTIR","gills,gut,other tissues","Yes",2,2,2,2,2,2,1,1,1,1,1,0,2,0,1,0,2,2,2,2,2,0,0,2,0,1,1
