"Source","DOI","Authors","Year","Species","Life Stage","In Vitro or In Vivo?","Sex","Experiment Type","Exposure Route","Particle Mix?","Negative Control","Reference Particle","Exposure Media General","Exposure Media Specific","Exposure Media Additions","Solvent","Detergent","pH","Salinity (ppt)","Temperature (Avg)","Temperature (Min)","Temperature (Max)","Exposure Duration (days)","Recovery (Days)","Number of Doses","Replicates","Sample Size","Dosing Frequency","particles/mL (master)","particles/mL (master), reported or converted","μg/mL (master)","μg/mL (master), reported or converted","μm^3/mL (master)","μm^2/mL (master)","μm/ug/mL (master)","Nominal Dose Alternative Category","Nominal Dose Alternative Type","Nominal Dose Alternative Type Units","Measured Dose Alternative Category","Measured Dose Alternative Type","Measured Dose Alternative Type Units","Nominal Chemical Added","Nominal Chemical Added Dose","Nominal Chemical Added Dose Units","Measured Chemical Added","Measured Chemical Added Dose","Measured Chemical Added Dose Units","Effect","Direction","Broad Endpoint Category","Specific Endpoint Category","Endpoint","Level of Biological Organization","Target Organelle, Cell, or Tissue","Polymer","Shape","Density (g/cm^3)","Density, reported or estimated","Charge","Zeta Potential (mV)","Zeta Potential Media","Functional Group","Particle Length (μm)","Size Category","Particle Volume (μm^3)","Particle Mass (mg)","Weathered or Biofouled?","Size Validated?","Polymer Validated?","Shape Validated","Particle Source","Sodium Azide Present?","Screened for Chemical Contamination?","Particle Cleaning?","Solvent Rinse","Background Contamination Monitored?","Concentration Validated?","Particle Behavior","Uptake Validated?","Tissue Distribution","Organisms Fed?","Particle Red Criteria Pass","Design Red Criteria Pass","Risk Red Criteria Pass","Particle Size*","Particle Shape*","Polymer Type*","Particle Source*","Surface Chemistry","Chemical Purity","Microbial Contamination","Concentration Units","Particle Stability","Test Vehicle*","Administered Dose*","Homogeneity of Exposure","Administration Route* (in vivo)/Test System (in vivo)","Test Species* (in vivo)/System Parameters (in vitro)","Feeding/Housing Conditions (in vivo)/Sample Size, Replicates (in vitro)","Sample Size* (in vivo)/Frequency/Duration of Exposure (in vitro)","Frequency,Duration of Exposure (in vivo)/Controls (in vitro)","Controls* (in vivo only)","Replicates (in vivo only)","Internal Dose Confirmation (in vivo only)","Statistical Analysis","Endpoints","Dose-Response*","Concentration Range","Effect Thresholds*","Test Particle Relevance"
"other","10.1016/j.jhazmat.2020.123308","Choi",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","artificial_medium","DMEM","not_specified","not_reported","not_reported",NA,NA,"37",NA,NA,1,0,3,"3","1",0,1728.4306383555195,"converted",1.7284306383555195,"reported",934579439.2523364,235611332.80174065,1011081594143821.9,NA,NA,NA,NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Metabolism","Energy Metabolism","Lactate Dehydrogenase Release","Subcell","hdf.cells","Polystyrene","Fragment",1.07,"estimated",NA,NA,"not_reported","not_reported",137.5,"100µm < 1mm",540709.831516018,2.33029e-4,"no","Y","Y","Y","commercial","unknown","N","rinse","methanol-based","N","N","not_evaluated","No",NA,NA,"Scoring Not Available","Scoring Not Available","Scoring Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"other","10.1016/j.jhazmat.2020.123308","Choi",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","artificial_medium","DMEM","not_specified","not_reported","not_reported",NA,NA,"37",NA,NA,1,0,3,"3","1",0,17.284306383555194,"converted",0.017284306383555194,"reported",9345794.392523363,2356113.328017406,10110815941438.217,NA,NA,NA,NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Metabolism","Oxidative Stress","Reactive Oxygen Species Production","Subcell","hdf.cells","Polystyrene","Fragment",1.07,"estimated",NA,NA,"not_reported","not_reported",137.5,"100µm < 1mm",540709.831516018,2.33029e-4,"no","Y","Y","Y","commercial","unknown","N","rinse","methanol-based","N","N","not_evaluated","No",NA,NA,"Scoring Not Available","Scoring Not Available","Scoring Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"other","10.1016/j.jhazmat.2020.123308","Choi",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","artificial_medium","DMEM","not_specified","not_reported","not_reported",NA,NA,"37",NA,NA,1,0,3,"3","1",0,172.84306383555196,"converted",0.17284306383555195,"reported",93457943.92523365,23561133.280174065,101108159414382.19,NA,NA,NA,NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Metabolism","Oxidative Stress","Reactive Oxygen Species Production","Subcell","hdf.cells","Polystyrene","Fragment",1.07,"estimated",NA,NA,"not_reported","not_reported",137.5,"100µm < 1mm",540709.831516018,2.33029e-4,"no","Y","Y","Y","commercial","unknown","N","rinse","methanol-based","N","N","not_evaluated","No",NA,NA,"Scoring Not Available","Scoring Not Available","Scoring Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"other","10.1016/j.jhazmat.2020.123308","Choi",2020,"(Human) Homo sapiens","Not Reported","In Vitro",NA,"Particle Only","In Vitro","no","yes","no","artificial_medium","DMEM","not_specified","not_reported","not_reported",NA,NA,"37",NA,NA,1,0,3,"3","1",0,1728.4306383555195,"converted",1.7284306383555195,"reported",934579439.2523364,235611332.80174065,1011081594143821.9,NA,NA,NA,NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Metabolism","Oxidative Stress","Reactive Oxygen Species Production","Subcell","hdf.cells","Polystyrene","Fragment",1.07,"estimated",NA,NA,"not_reported","not_reported",137.5,"100µm < 1mm",540709.831516018,2.33029e-4,"no","Y","Y","Y","commercial","unknown","N","rinse","methanol-based","N","N","not_evaluated","No",NA,NA,"Scoring Not Available","Scoring Not Available","Scoring Not Available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","gcsf mRNA expression","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Immune other","gcsf mRNA expression","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Immune other","gcsf mRNA expression","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL10 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Inflammation","IL10 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL10 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Inflammation","IL1a Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Inflammation","IL1a Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Inflammation","IL1a Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Decrease","Immune","Immune other","IL2 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","IL2 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","IL2 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","IL5 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","IL5 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Decrease","Immune","Immune other","IL5 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Inflammation","IL6 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL6 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Inflammation","IL6 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,2,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","IL9 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,20,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Immune","Immune other","IL9 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Immune","Immune other","IL9 Release","Subcell","serum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Inflammation","ap1 protein expression","Subcell","colon","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Inflammation","ap1 protein expression","Subcell","duodenum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Inflammation","ap1 protein expression","Subcell","colon","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"No",NA,"Alimentary, Excretory","Intestinal Inflammation","ap1 protein expression","Subcell","duodenum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Alimentary, Excretory","Intestinal Inflammation","ap1 protein expression","Subcell","colon","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
"yong","10.1016/j.chemosphere.2019.125492","Li",2020,"(Mouse) Mus musculus","Adult","In Vivo","M","Particle Only","Food","no","yes","no","food","basal feed","not_specified","not_reported","not_reported",NA,NA,NA,NA,NA,35,0,3,"1","20",1,NA,NA,NA,NA,NA,NA,NA,NA,200,"ug/g food",NA,NA,NA,"not_applicable",NA,NA,NA,NA,NA,"Yes","Increase","Alimentary, Excretory","Intestinal Inflammation","ap1 protein expression","Subcell","duodenum","Polyethylene","Sphere",0.96,"reported",NA,NA,"not_reported","not_reported",80,"1µm < 100µm",268082.5731,2.57359e-4,"no","N","N","N","commercial","no","N","not_cleaned","none","N","N","not_evaluated","No",NA,"Y","Pass","Pass","Pass",1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,2,2,1,2,0,2,1,1,1,1,1
